EmailAttachments,URLCount,SenderReputation,SuspiciousKeywords,EmailSize,LinkEntropy,DomainRiskScore,AccountAge,PhishingLabel
2,7,127,6,431.9,2.47,0.505,64,1
0,0,52,3,167.01,2.541,0.15,11,1
0,0,166,0,137.8,2.519,0.779,91,0
2,6,126,7,0.0,0.77,0.274,73,1
1,2,130,4,253.56,3.138,0.098,16,1
1,6,140,2,432.86,3.683,0.235,14,1
4,8,35,5,400.26,2.287,0.357,47,1
2,2,30,4,433.06,3.016,0.035,30,1
1,2,117,6,172.38,3.699,0.142,110,1
1,1,135,2,317.06,2.749,0.324,24,0
1,9,44,0,177.46,0.0,0.31,106,1
2,0,112,7,99.06,3.025,0.8,13,1
1,8,130,4,357.89,1.412,0.843,97,1
3,5,115,6,114.35,2.539,0.193,119,1
0,5,181,4,350.46,3.448,0.124,9,1
0,7,31,1,341.58,1.537,0.634,49,1
4,4,40,3,414.61,3.64,0.805,26,1
2,8,146,4,112.8,2.671,0.964,49,1
2,4,48,6,402.57,1.981,0.007,42,1
1,1,198,2,499.67,2.681,0.414,45,0
3,5,140,3,432.97,1.907,0.734,114,0
3,8,143,0,388.32,3.433,0.829,77,1
2,2,170,6,347.97,2.188,0.062,21,0
0,9,52,3,239.8,3.654,0.681,29,1
0,3,155,0,378.73,2.284,0.289,92,0
0,9,189,7,375.88,2.811,0.075,24,1
1,7,96,0,334.17,3.992,0.489,77,1
0,5,60,4,408.33,1.014,0.158,42,1
2,6,93,6,251.94,3.079,0.737,84,1
0,6,82,5,104.56,0.986,0.741,103,1
4,3,33,0,301.58,3.436,0.842,71,1
0,5,94,6,169.27,2.588,0.378,41,1
0,8,193,7,222.99,3.784,0.013,48,1
0,2,86,7,57.84,0.0,0.26,79,1
2,7,112,0,222.26,0.762,0.468,89,0
0,6,72,1,413.96,0.981,0.694,99,1
2,3,199,2,0.0,2.604,0.382,77,0
1,9,113,0,54.41,2.314,0.536,43,0
2,2,132,6,261.43,1.09,0.524,8,0
1,6,154,7,181.15,0.0,0.165,85,1
2,9,30,2,264.9,2.474,0.623,63,1
3,8,44,3,232.11,0.671,0.439,117,1
0,9,174,5,469.39,3.558,0.808,63,1
3,2,0,1,68.53,3.325,0.691,6,0
3,9,112,7,357.61,3.249,0.111,74,1
2,8,158,0,432.96,0.556,0.489,113,1
1,7,74,7,0.0,0.667,0.702,52,1
1,2,38,6,129.94,2.424,0.087,105,1
3,7,111,6,289.09,3.98,0.792,21,1
2,3,186,6,69.62,1.698,0.222,14,0
1,0,109,0,274.63,1.705,0.503,116,0
2,9,30,5,106.46,0.97,0.941,109,1
0,1,161,5,427.05,2.86,0.571,58,1
0,7,79,2,101.24,2.763,0.424,97,1
3,8,183,0,280.98,0.855,0.007,25,0
1,6,60,6,284.49,2.136,0.133,56,1
2,7,149,5,0.0,2.835,0.579,83,1
1,6,126,7,344.74,2.227,0.494,9,1
1,9,79,6,179.53,2.86,0.364,113,1
1,3,167,6,158.36,3.357,0.923,111,1
4,0,41,6,107.71,2.9,0.332,116,1
0,2,147,1,390.43,2.656,0.537,101,0
1,6,145,4,360.84,3.488,0.569,100,1
3,6,122,0,324.44,3.652,0.527,36,1
0,2,151,7,68.38,1.861,0.478,57,0
1,0,129,3,393.27,1.106,0.337,79,0
1,9,77,2,338.85,3.363,0.909,5,1
0,8,84,5,483.75,1.248,0.451,81,1
3,5,77,3,314.24,3.751,0.528,94,1
0,0,177,2,186.78,0.58,0.656,7,0
2,0,95,4,221.68,3.724,0.068,6,1
0,0,38,6,129.13,2.562,0.781,79,1
2,3,147,7,375.31,3.212,0.513,52,1
1,6,123,7,368.47,1.895,0.657,110,1
3,7,126,0,140.29,3.971,0.772,74,1
3,9,137,1,121.32,1.296,0.874,70,0
2,8,98,4,84.65,1.425,0.392,106,1
3,0,103,0,460.39,0.68,0.811,55,0
2,3,191,3,154.88,3.792,0.259,116,0
1,3,137,3,204.87,2.096,0.66,105,0
0,2,168,1,176.23,2.862,0.103,77,0
2,6,29,7,236.13,2.906,0.02,14,1
0,0,49,0,0.0,3.561,0.096,1,1
1,8,43,4,441.77,2.827,0.319,97,1
0,0,195,5,132.17,2.467,0.031,83,1
0,1,74,0,358.89,2.986,0.63,73,1
4,1,123,7,208.65,3.128,0.317,37,1
2,7,0,4,491.24,1.151,0.736,49,1
0,0,199,0,184.51,0.0,0.046,112,0
3,6,144,7,0.0,0.762,0.217,12,1
0,8,185,2,282.04,1.809,0.408,5,0
1,2,112,0,117.83,2.243,0.383,70,0
2,6,27,4,70.02,2.655,0.131,116,1
2,0,176,4,364.22,3.853,0.994,119,1
1,6,157,1,379.52,1.658,0.284,11,0
4,6,94,7,257.31,3.163,0.721,115,1
1,9,196,7,354.6,2.36,0.22,53,1
2,0,182,7,292.21,1.27,0.878,102,0
3,2,197,4,333.41,2.654,0.388,55,1
0,9,59,7,318.52,3.885,0.901,74,1
2,0,159,7,0.0,0.0,0.342,79,0
1,4,104,3,139.83,2.275,0.009,50,0
1,2,35,5,170.92,0.681,0.517,53,1
1,0,97,1,247.98,1.624,0.525,103,0
1,1,67,4,250.76,0.0,0.12,55,1
2,9,110,0,398.49,3.444,0.235,92,1
2,4,148,0,215.33,3.056,0.783,3,0
1,0,41,4,123.13,2.12,0.037,16,1
2,5,162,0,163.16,3.682,0.49,45,0
3,8,33,0,146.63,1.56,0.53,81,1
2,5,92,4,379.25,3.139,0.689,36,1
2,1,38,0,261.65,2.159,0.037,19,0
3,0,59,5,368.88,3.645,0.586,4,1
1,7,117,2,237.3,3.291,0.003,59,1
1,7,23,1,450.38,3.655,0.265,89,1
2,5,52,4,492.58,1.25,0.5,91,1
0,9,62,6,351.43,2.839,0.911,12,1
2,6,184,2,438.72,3.085,0.127,63,1
0,0,46,7,278.57,3.098,0.169,56,1
1,0,192,0,470.58,2.264,0.669,27,0
0,4,100,0,424.21,0.539,0.375,68,0
1,8,132,1,496.3,1.415,0.623,24,0
1,0,197,2,330.39,1.632,0.997,81,0
2,7,136,2,400.64,3.482,0.987,26,1
1,6,143,4,294.29,3.443,0.354,82,1
2,3,114,7,166.6,0.866,0.504,22,0
1,2,82,0,209.64,3.824,0.905,70,0
2,3,153,6,452.3,1.139,0.092,19,0
1,3,143,3,75.18,1.95,0.452,101,0
1,9,135,7,316.17,1.253,0.378,34,1
1,9,114,6,217.62,0.0,0.295,11,1
2,7,86,4,224.01,3.123,0.994,88,1
2,3,116,4,448.06,1.737,0.734,45,0
0,4,135,4,434.22,2.887,0.389,37,1
1,1,32,1,319.48,1.145,0.829,23,0
0,3,168,1,172.81,1.838,0.49,40,0
4,6,83,7,263.96,1.82,0.873,43,1
1,2,184,4,233.73,1.333,0.266,4,0
2,0,104,5,209.13,3.567,0.224,82,1
1,7,195,3,96.25,2.876,0.247,94,1
0,7,75,2,0.0,1.48,0.538,15,1
0,5,191,2,185.82,1.347,0.291,101,0
4,6,160,0,347.36,0.563,0.147,23,0
0,9,0,2,193.64,1.713,0.995,12,0
1,1,131,6,244.02,2.344,0.9,68,0
2,4,52,2,73.56,1.472,0.635,68,0
0,6,184,3,496.64,2.952,0.892,52,1
0,8,72,2,278.42,1.941,0.935,41,1
3,0,120,6,60.91,1.607,0.676,105,0
1,2,171,3,0.0,3.787,0.519,78,0
0,5,108,1,441.66,1.42,0.882,59,0
2,6,198,3,397.65,1.894,0.568,58,0
2,5,188,1,365.41,1.838,0.127,59,0
3,0,48,3,112.76,1.344,0.367,72,0
0,3,187,4,345.98,1.261,0.446,23,0
0,5,70,6,394.83,1.558,0.935,1,1
0,7,69,5,307.59,3.525,0.659,56,1
2,9,130,7,451.74,3.185,0.875,75,1
1,3,0,1,174.65,2.883,0.758,91,1
1,6,128,1,158.97,2.1,0.31,4,0
1,2,79,2,441.31,2.277,0.719,29,0
1,7,165,1,331.43,1.435,0.195,17,0
1,0,39,3,50.65,0.76,0.408,49,0
0,3,152,4,208.91,1.659,0.806,83,0
0,7,165,4,436.04,2.235,0.612,109,1
1,9,143,2,62.29,0.701,0.825,51,0
3,3,187,3,51.46,0.809,0.255,49,0
0,1,20,3,176.57,0.0,0.75,24,0
0,1,38,0,461.3,1.785,0.202,116,0
1,3,106,7,455.66,1.877,0.545,44,0
0,3,173,1,283.44,0.913,0.434,116,0
0,1,48,2,298.96,1.29,0.556,110,0
1,6,78,4,199.4,1.416,0.136,118,1
2,5,82,6,159.68,0.737,0.361,41,0
0,2,117,5,416.85,1.641,0.667,57,0
0,7,67,0,97.83,0.753,0.559,108,1
5,7,81,0,269.31,2.962,0.549,56,1
1,0,37,3,335.48,1.851,0.511,32,0
0,2,46,0,96.66,1.644,0.944,31,0
0,4,25,4,283.82,0.943,0.935,113,1
3,1,25,6,309.88,1.293,0.36,16,1
0,4,50,0,384.12,1.314,0.352,32,0
2,9,124,3,155.68,3.948,0.555,108,1
1,2,113,4,182.0,3.424,0.096,42,1
1,8,75,4,306.28,0.553,0.303,34,1
1,0,188,3,492.41,2.659,0.231,99,0
2,3,37,3,147.87,1.396,0.223,37,0
1,9,106,2,493.66,0.865,0.639,16,0
0,5,42,4,371.45,2.97,0.384,85,1
2,8,183,3,421.74,0.961,0.171,13,0
1,2,44,5,90.34,2.053,0.888,82,1
1,2,26,7,185.19,2.713,0.874,66,1
3,0,167,0,75.98,2.441,0.862,33,0
2,6,152,6,217.2,3.922,0.391,105,1
2,4,37,5,491.58,3.25,0.057,82,1
4,0,125,6,0.0,3.21,0.107,92,1
3,4,52,0,303.07,1.745,0.276,101,0
0,6,98,6,52.73,0.529,0.22,35,1
2,5,54,1,370.71,3.07,0.874,37,1
1,9,129,6,138.74,3.999,0.986,76,1
1,1,84,5,108.31,1.921,0.817,40,0
1,2,82,2,201.66,3.949,0.73,8,0
3,3,91,3,396.97,0.996,0.589,54,0
0,4,60,1,97.98,1.538,0.77,89,0
1,8,197,2,153.43,1.098,0.947,7,0
4,5,147,4,0.0,2.163,0.601,2,0
1,0,127,1,485.79,3.289,0.155,97,0
2,2,123,5,316.47,1.692,0.164,56,0
2,6,177,0,373.95,3.672,0.584,97,1
1,7,57,3,343.12,2.407,0.333,104,1
1,6,54,3,114.96,2.129,0.91,57,1
4,4,193,6,317.72,3.255,0.612,49,1
2,9,155,2,109.14,0.855,0.676,87,0
2,7,121,4,230.56,3.208,0.006,69,1
2,8,87,6,0.0,1.35,0.499,78,1
3,6,56,5,301.5,1.483,0.431,8,1
2,8,104,2,103.58,2.598,0.706,84,1
1,0,0,0,65.5,3.657,0.383,63,0
2,8,192,2,409.21,2.524,0.977,82,1
1,2,48,2,376.67,2.771,0.67,87,1
2,0,60,5,86.82,3.218,0.66,93,1
2,7,75,0,107.34,1.408,0.919,71,1
2,2,35,6,451.66,3.395,0.995,88,1
2,3,159,4,0.0,1.963,0.198,46,0
2,6,85,6,0.0,1.115,0.811,89,1
1,6,166,2,164.29,1.725,0.162,78,0
0,3,177,1,269.51,1.361,0.457,102,0
2,8,163,3,156.41,1.3,0.1,67,0
0,2,160,3,330.26,1.489,0.623,117,0
0,7,0,7,101.94,1.133,0.469,46,1
2,0,42,2,107.26,2.837,0.629,78,1
1,3,178,5,82.35,2.53,0.678,67,1
0,6,72,1,362.11,2.77,0.619,42,1
0,3,139,2,272.33,1.703,0.294,64,0
1,0,164,1,327.98,0.0,0.837,73,0
1,0,147,3,445.69,0.954,0.552,53,0
3,0,68,1,383.15,0.0,0.49,71,0
2,1,0,6,257.78,0.0,0.987,90,0
1,5,173,2,492.96,2.347,0.284,7,0
1,9,32,0,255.32,1.633,0.528,7,1
4,4,127,0,100.6,3.267,0.682,108,0
2,1,185,1,496.69,3.619,0.125,36,0
1,7,169,0,60.27,3.099,0.354,116,1
1,8,104,2,297.45,1.115,0.802,13,0
1,6,176,4,189.09,1.462,0.237,67,1
0,8,64,0,276.6,3.718,0.493,20,1
3,3,193,0,301.42,2.03,0.631,73,0
2,6,186,3,158.04,3.794,0.671,53,1
0,4,0,6,300.59,1.874,0.728,86,0
5,4,87,2,390.23,3.831,0.866,52,0
0,2,116,2,169.93,3.74,0.393,109,0
1,8,186,6,222.54,2.812,0.707,97,1
3,9,167,0,170.71,0.531,0.732,61,0
1,4,96,6,419.25,1.901,0.3,87,0
2,5,54,6,376.24,3.689,0.968,87,1
2,2,155,4,442.04,3.598,0.865,102,1
1,9,71,7,126.52,0.0,0.29,116,1
3,6,59,6,83.11,0.0,0.675,90,1
1,8,140,3,103.72,3.424,0.718,96,1
2,8,132,4,122.46,2.523,0.431,61,1
2,9,130,3,289.89,0.0,0.864,56,1
2,9,55,0,486.91,3.393,0.69,92,1
0,4,153,2,210.76,3.676,0.658,94,0
1,6,89,3,481.33,0.91,0.221,40,0
4,2,92,0,67.19,1.008,0.408,81,0
0,0,35,1,467.09,0.79,0.434,63,0
1,7,193,1,131.52,3.773,0.734,57,1
0,7,57,7,460.61,2.163,0.618,82,1
2,1,37,0,75.3,0.0,0.086,89,0
4,0,31,7,476.7,1.625,0.308,4,1
3,6,73,0,140.36,1.73,0.473,26,1
0,6,194,5,186.22,3.333,0.737,95,1
1,2,20,0,270.92,3.074,0.744,62,1
0,8,162,1,221.32,2.913,0.491,76,1
1,1,130,3,350.39,0.577,0.117,54,0
3,2,40,6,488.66,3.687,0.293,112,1
0,1,148,6,322.89,1.254,0.255,62,0
3,8,112,6,374.67,2.702,0.781,18,1
2,3,159,4,89.6,0.716,0.18,10,0
2,1,143,6,0.0,0.785,0.465,36,0
1,2,175,0,254.23,0.534,0.671,2,0
2,3,58,6,448.6,2.481,0.965,60,1
1,9,184,0,224.69,2.703,0.999,89,1
1,5,79,4,355.75,0.677,0.953,47,1
6,4,178,1,152.67,1.517,0.718,73,0
2,2,116,5,166.72,3.48,0.746,111,1
1,9,123,3,219.26,0.855,0.759,32,0
2,7,158,1,186.83,1.258,0.863,69,0
0,7,129,0,164.25,1.985,0.952,51,0
0,6,0,1,72.35,0.0,0.446,67,1
2,0,0,1,426.54,1.392,0.417,81,0
2,0,138,1,78.94,3.99,0.46,77,0
1,4,160,0,449.31,1.743,0.66,67,0
0,0,0,0,106.46,1.853,0.775,92,0
1,5,127,7,79.37,0.927,0.871,68,0
1,6,166,1,303.35,2.881,0.456,82,1
0,4,77,1,276.1,1.352,0.363,56,0
1,3,55,4,271.06,2.701,0.983,99,1
0,1,47,7,308.53,1.281,0.232,14,1
1,4,150,3,179.18,1.858,0.222,16,0
0,8,120,4,348.33,3.498,0.715,76,1
5,3,126,5,276.08,3.086,0.18,75,1
4,1,108,3,200.63,1.041,0.399,66,0
3,5,188,0,421.93,2.627,0.292,33,1
1,7,54,5,377.47,2.7,0.169,13,1
1,1,112,3,227.12,0.817,0.58,30,0
0,8,124,1,431.43,2.13,0.374,26,0
1,6,95,7,464.12,1.412,0.462,114,1
3,1,0,7,291.59,2.135,0.196,82,0
2,4,0,4,146.73,3.22,0.768,13,1
0,4,69,3,462.11,1.054,0.315,68,0
1,6,119,5,135.27,0.932,0.343,33,1
3,4,0,3,71.79,1.443,0.252,15,0
2,5,91,0,197.37,3.833,0.434,17,0
1,8,134,0,377.13,3.117,0.464,6,1
2,2,96,6,465.47,0.568,0.53,5,0
1,2,140,1,336.78,1.904,0.968,33,0
2,7,73,2,478.33,1.401,0.905,54,1
2,9,90,0,0.0,2.734,0.609,16,1
0,5,104,2,77.34,2.108,0.039,46,0
2,9,121,7,321.89,3.876,0.612,24,1
1,2,126,1,484.75,1.266,0.09,5,0
1,1,198,6,276.22,2.557,0.71,67,1
2,1,47,7,73.18,2.951,0.39,99,1
1,1,0,2,149.55,3.389,0.838,91,0
1,4,40,7,160.16,1.924,0.943,76,1
0,4,174,3,202.04,2.904,0.417,50,0
1,0,46,2,69.62,1.561,0.461,41,0
2,0,96,4,457.2,2.024,0.59,89,0
1,1,69,1,282.0,3.635,0.197,55,1
3,3,176,4,351.92,3.825,0.927,81,1
2,6,186,2,80.23,3.016,0.433,113,1
0,2,76,7,74.35,1.81,0.167,20,1
0,4,138,6,313.91,3.37,0.763,92,1
2,8,184,7,449.28,0.591,0.219,50,1
3,4,83,7,0.0,0.86,0.144,35,0
0,8,67,4,445.02,2.815,0.563,50,1
2,0,169,0,414.95,1.519,0.671,79,0
2,8,177,2,84.13,3.83,0.57,33,1
2,0,175,5,140.88,2.026,0.657,67,0
0,7,170,4,345.97,2.003,0.116,71,1
2,4,23,3,249.58,2.873,0.476,10,1
2,5,150,2,180.81,3.186,0.357,105,0
0,7,80,6,238.39,2.164,0.973,90,1
0,1,115,5,250.34,1.249,0.05,41,0
1,2,23,6,459.75,3.207,0.298,40,1
1,8,84,0,96.56,1.621,0.942,6,0
1,4,159,3,175.88,1.113,0.983,33,0
1,4,160,2,291.9,2.711,0.825,16,0
2,8,181,6,364.23,0.817,0.076,24,1
3,9,143,3,333.79,3.9,0.561,94,1
1,2,112,2,473.74,2.713,0.4,60,0
3,3,50,0,408.02,3.951,0.806,74,1
2,6,90,1,300.68,1.686,0.055,11,0
3,1,160,4,146.61,0.0,0.197,44,1
2,7,21,2,252.89,0.0,0.489,86,1
4,4,180,0,362.02,0.642,0.158,3,0
2,0,69,5,427.08,0.615,0.693,38,1
1,2,154,0,481.88,2.127,0.821,40,0
1,8,165,1,322.45,0.791,0.705,87,0
0,4,198,4,287.11,2.293,0.44,109,0
1,7,27,4,57.96,1.646,0.878,19,1
1,0,74,2,82.44,1.675,0.138,40,0
3,6,62,0,120.25,2.725,0.26,53,1
1,6,49,2,74.64,1.071,0.49,119,1
0,7,78,6,230.39,0.0,0.061,77,1
2,2,28,0,201.6,2.537,0.096,36,1
0,0,87,6,336.81,3.702,0.397,67,1
0,8,0,0,291.05,1.777,0.944,86,0
2,0,100,3,318.19,3.94,0.908,89,0
2,5,158,2,262.39,2.515,0.466,20,0
1,8,142,7,0.0,3.907,0.142,28,1
1,1,149,7,478.77,0.595,0.178,57,0
0,3,42,0,88.88,3.048,0.378,3,1
1,1,41,1,472.5,3.358,0.21,86,1
1,3,0,5,190.06,0.686,0.083,108,0
1,1,159,7,280.7,2.526,0.674,37,1
4,0,179,7,0.0,3.307,0.581,102,1
2,2,28,4,81.92,2.464,0.291,18,1
2,7,109,0,243.3,0.723,0.779,84,0
1,4,52,6,383.76,2.927,0.776,46,1
5,0,171,1,171.21,0.712,0.491,5,0
1,4,108,5,303.06,3.361,0.097,107,1
3,5,114,5,175.39,0.651,0.918,73,0
1,5,88,2,224.88,0.981,0.669,93,0
2,4,57,0,457.9,1.463,0.247,81,0
2,0,158,6,435.13,2.717,0.61,76,1
0,8,179,2,282.21,3.917,0.405,57,1
1,4,83,0,157.15,0.912,0.635,26,0
3,5,91,2,136.93,0.999,0.474,33,0
2,3,39,3,479.34,1.791,0.485,97,0
2,2,53,6,141.22,3.427,0.736,36,1
2,5,130,1,413.68,2.135,0.614,93,0
0,4,61,5,216.04,1.626,0.08,22,1
4,3,155,6,493.55,2.464,0.065,82,0
0,4,85,7,215.67,1.412,0.305,17,0
2,6,40,3,0.0,1.904,0.43,44,1
1,0,98,1,336.86,1.664,0.275,52,0
0,0,0,7,482.68,3.314,0.651,88,1
0,0,24,3,489.29,3.735,0.195,22,1
2,1,86,4,368.24,3.159,0.704,108,1
2,8,190,0,389.57,2.037,0.773,69,0
0,4,35,7,303.53,2.265,0.124,1,1
0,8,118,7,0.0,0.938,0.651,83,1
2,4,92,0,436.9,3.114,0.961,30,0
2,6,54,0,268.74,2.588,0.193,39,1
1,5,102,4,328.94,3.659,0.909,79,1
2,1,190,5,291.79,1.202,0.606,110,0
1,2,129,5,303.11,3.159,0.591,35,1
3,4,58,4,450.52,2.896,0.052,69,1
1,3,29,0,210.03,1.43,0.748,70,0
1,5,167,0,143.68,2.836,0.478,89,0
6,7,20,1,255.33,3.735,0.721,11,1
1,7,25,1,143.64,3.715,0.809,51,1
1,2,193,7,274.28,3.019,0.524,63,1
2,3,85,2,456.58,0.668,0.264,86,0
0,0,57,7,327.85,3.553,0.142,34,1
1,1,180,6,434.94,0.0,0.161,108,1
0,0,86,6,124.79,1.587,0.867,55,1
0,9,119,0,455.39,1.155,0.124,78,1
1,9,96,3,320.8,0.907,0.385,73,0
3,1,54,1,64.29,0.676,0.334,20,0
2,5,64,1,334.9,3.139,0.865,80,1
0,6,169,1,478.13,1.325,0.478,58,0
2,5,87,1,85.63,0.585,0.996,81,0
1,7,36,7,312.11,1.89,0.737,17,1
3,8,24,4,461.97,2.189,0.851,34,1
2,7,76,2,54.36,1.092,0.099,106,1
1,4,114,1,333.91,0.654,0.253,75,0
0,7,187,5,263.71,1.162,0.135,99,1
3,0,49,3,206.15,2.877,0.464,62,1
3,0,189,6,332.39,0.788,0.718,34,1
2,8,26,1,73.72,2.443,0.169,100,1
2,7,143,4,0.0,1.012,0.13,72,1
0,1,110,5,52.02,1.185,0.615,19,0
0,1,166,6,188.12,1.876,0.23,116,0
1,2,188,0,276.78,0.853,0.479,114,0
1,6,181,7,219.66,1.106,0.051,97,1
1,8,169,0,188.36,1.721,0.681,87,0
1,7,71,6,0.0,1.654,0.541,66,1
2,8,25,2,470.67,3.122,0.647,72,1
1,5,128,0,443.17,0.762,0.275,93,0
2,0,114,1,0.0,3.512,0.279,42,0
0,3,172,6,0.0,3.357,0.801,51,1
2,5,85,4,464.39,3.181,0.719,71,1
1,5,29,2,234.16,1.583,0.58,49,0
1,7,45,5,0.0,3.38,0.628,29,1
3,0,152,1,94.22,1.14,0.094,95,0
1,1,87,0,265.59,0.935,0.856,30,0
2,1,117,3,475.83,0.657,0.77,99,0
0,5,90,7,302.41,3.788,0.59,25,1
1,6,69,1,350.4,1.578,0.919,111,1
1,1,0,3,100.8,3.712,0.169,68,1
1,4,30,5,114.58,1.454,0.687,113,1
2,5,72,3,259.01,3.676,0.963,107,1
1,3,69,5,478.07,3.664,0.31,62,1
2,0,155,2,212.35,3.733,0.015,38,0
2,2,143,4,444.87,2.237,0.735,17,0
2,9,81,0,104.13,0.0,0.007,74,1
1,0,95,7,327.66,3.828,0.873,1,1
1,5,142,0,320.28,1.636,0.056,18,0
0,1,109,7,436.94,1.966,0.653,63,0
1,8,48,1,51.49,3.017,0.377,46,1
0,3,121,6,135.47,1.551,0.203,19,0
1,7,120,0,148.86,3.138,0.898,50,1
2,9,129,2,477.48,0.759,0.746,96,0
1,6,191,0,119.16,2.332,0.34,54,0
0,2,0,1,66.63,0.928,0.284,31,0
1,7,192,0,290.51,1.527,0.736,97,0
2,3,48,4,287.85,0.0,0.837,86,1
2,1,78,5,429.82,3.436,0.716,65,1
0,4,162,0,476.99,1.177,0.64,105,0
2,0,89,3,292.35,3.33,0.228,46,0
2,7,115,5,468.5,3.279,0.853,35,1
1,7,63,3,376.32,2.246,0.75,108,1
0,2,183,4,169.05,1.318,0.517,49,0
1,0,103,0,467.79,1.294,0.512,81,0
2,3,140,1,350.35,2.127,0.569,34,0
2,8,76,4,236.34,0.531,0.828,29,1
3,8,136,1,356.11,2.36,0.742,6,0
2,0,83,2,230.59,3.835,0.856,1,0
1,6,118,4,101.38,1.041,0.507,55,1
0,5,57,0,373.54,0.0,0.625,27,1
2,0,164,6,420.84,3.866,0.855,12,1
0,6,46,0,377.96,3.512,0.232,4,1
2,7,0,3,153.1,3.476,0.444,119,1
4,7,82,0,480.49,3.376,0.621,80,1
2,9,30,2,61.36,0.0,0.915,52,1
0,1,83,2,199.71,3.617,0.016,11,0
2,3,58,4,167.04,3.795,0.213,52,1
1,3,149,3,71.66,2.235,0.234,84,0
1,9,134,5,232.58,1.741,0.327,26,1
2,0,176,3,330.4,0.0,0.282,28,0
3,2,64,2,447.15,1.67,0.59,106,0
0,2,107,1,495.36,1.243,0.886,72,0
4,1,99,5,413.64,2.665,0.637,66,1
1,0,178,7,260.91,2.469,0.242,104,0
0,7,196,0,375.67,2.119,0.864,90,1
0,8,28,2,429.63,0.835,0.632,27,1
2,8,174,4,259.39,3.289,0.219,97,1
0,7,124,4,403.27,1.112,0.362,55,1
4,4,144,4,267.19,0.901,0.79,71,0
1,0,97,3,223.92,2.681,0.739,54,0
0,8,0,0,286.74,1.895,0.577,46,1
3,5,190,4,354.13,0.709,0.145,36,0
1,6,127,4,377.1,1.744,0.803,21,1
1,7,169,5,210.53,3.201,0.308,49,1
1,4,118,1,307.09,2.653,0.772,34,0
1,0,180,1,459.44,1.77,0.648,87,0
2,6,0,2,489.34,1.171,0.264,34,1
0,6,59,2,152.26,2.711,0.212,40,1
2,1,45,2,0.0,3.606,0.131,7,1
4,0,102,4,354.51,2.762,0.242,90,1
0,7,192,1,236.61,3.345,0.158,104,1
2,4,192,2,60.9,2.325,0.617,52,0
1,9,45,7,206.09,3.013,0.599,49,1
2,1,89,1,413.04,3.637,0.586,119,0
1,2,86,4,408.84,3.206,0.642,81,1
2,5,25,5,272.61,3.684,0.815,95,1
2,9,47,4,262.66,2.009,0.914,103,1
0,5,32,2,310.78,3.665,0.23,89,1
3,0,82,4,148.73,2.675,0.588,37,1
0,4,0,0,286.72,3.545,0.078,62,1
3,4,148,7,54.97,0.638,0.12,15,0
2,6,59,1,264.0,2.802,0.654,2,1
1,9,184,0,201.22,3.468,0.487,11,1
5,4,50,7,353.69,1.11,0.758,96,1
0,8,36,3,337.26,2.816,0.426,94,1
1,5,156,7,221.38,3.387,0.128,17,1
1,0,128,2,53.27,1.508,0.872,88,0
0,7,83,6,163.52,1.918,0.083,45,1
1,4,76,0,335.01,0.0,0.189,68,0
1,3,160,5,82.57,2.317,0.277,114,0
1,7,184,0,98.44,0.637,0.995,61,1
2,9,161,2,341.17,0.845,0.417,46,0
2,8,44,0,390.1,0.852,0.502,32,1
1,0,141,4,194.7,1.418,0.77,19,0
1,2,97,2,270.35,1.361,0.636,67,0
2,3,76,0,475.57,3.098,0.841,4,1
0,6,90,3,475.49,2.505,0.486,25,1
0,5,107,4,188.38,3.174,0.972,73,1
2,9,132,7,414.49,0.745,0.797,21,1
1,9,119,2,317.27,0.0,0.401,87,0
1,0,189,5,488.97,1.633,0.381,110,0
1,0,189,7,264.93,0.0,0.929,93,1
0,5,66,5,398.62,2.977,0.684,94,1
0,2,135,2,395.66,3.542,0.621,89,0
2,1,191,0,273.84,0.662,0.758,113,0
0,1,188,7,408.03,3.023,0.561,93,1
0,9,150,7,167.47,2.39,0.159,98,1
1,3,109,2,105.01,3.388,0.319,14,0
3,0,130,6,241.32,2.275,0.558,22,0
0,9,109,4,474.63,2.391,0.018,48,1
3,1,148,1,275.34,0.681,0.437,51,0
3,9,158,7,335.87,2.84,0.756,80,1
2,1,154,5,330.87,1.456,0.164,11,0
1,3,31,7,0.0,0.569,0.065,59,1
1,3,185,0,225.63,0.733,0.836,14,0
2,0,125,0,368.12,3.85,0.617,7,0
1,6,141,0,487.4,1.711,0.177,69,0
3,6,72,7,125.61,3.538,0.806,58,1
1,9,179,0,234.7,3.859,0.658,40,1
1,9,119,4,92.79,3.801,0.334,93,1
1,9,192,2,159.07,3.586,0.376,81,1
3,0,0,3,219.54,3.632,0.156,94,0
2,7,56,4,293.29,1.512,0.835,25,1
0,9,138,3,153.76,1.03,0.509,78,0
3,6,78,4,152.4,2.737,0.557,42,1
2,6,73,0,400.02,2.208,0.883,86,1
2,5,165,0,0.0,0.846,0.016,44,0
3,3,20,4,195.63,2.871,0.067,5,1
2,7,168,3,359.6,2.47,0.162,104,0
1,1,47,0,166.14,3.521,0.03,28,1
3,6,131,0,467.58,2.632,0.658,76,1
3,2,35,5,352.81,2.509,0.634,100,1
1,2,195,7,411.2,2.043,0.211,60,0
3,6,47,6,72.21,2.12,0.149,77,1
2,2,169,1,319.33,3.84,0.146,21,0
2,4,131,2,287.43,0.985,0.953,96,0
2,7,148,1,181.85,2.062,0.694,49,0
